PMID;Anio;Titulo;Decision;Motivo;Decidido por;Fecha;Ya incluido
41881246;2026;Phage therapy in people with cystic fibrosis: A systematic review.;EXCLUDE;"secondary synthesis (systematic or scoping review); usable for citation-chasing but not a primary study";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
41887374;2026;Mapping the clinical use of inhaled bacteriophages in respiratory infections caused by multidrug-resistant pathogens: a scoping review.;EXCLUDE;"secondary synthesis (systematic or scoping review); usable for citation-chasing but not a primary study";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
41908588;2026;Management of Diabetic Foot Infections Using Phage Therapy.;EXCLUDE;narrative review with no primary patient data of its own;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42029769;2026;Pseudomonas aeruginosa: associated pathogenesis, epidemiology, resistance mechanisms, host response and emerging treatment strategies.;EXCLUDE;narrative review with no primary patient data of its own;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42044976;2026;Combating Pseudomonas aeruginosa biofilms: Pathogenesis, resistance mechanisms and novel treatment approaches in an era of emerging antimicrobial resistance.;EXCLUDE;narrative review with no primary patient data of its own;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42071311;2026;Phage Therapy as an Alternative Strategy Against Pseudomonas aeruginosa: A Narrative Review of Preclinical and Clinical Evidence.;EXCLUDE;narrative review with no primary patient data of its own;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42168489;2026;CApEsid biOfilm: a suggested pipeline for clinical phage microbiology for biofilm infections based on comparative method study.;EXCLUDE;"methodological, survey or in vitro work; no patient outcomes reported";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42198401;2026;Phage Therapy in Combating Multidrug-Resistant Gram-Negative Pathogens: A Scoping Review.;EXCLUDE;"secondary synthesis (systematic or scoping review); usable for citation-chasing but not a primary study";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42283824;2026;Bacteriophage therapy for multidrug-resistant bacterial infections: recent advances, clinical evidence, and translational challenges.;EXCLUDE;narrative review with no primary patient data of its own;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42291894;2026;Efficacy and Safety Outcomes of Bacteriophage Therapy for Resistant Bacterial Infections.;EXCLUDE;"secondary synthesis (systematic or scoping review); usable for citation-chasing but not a primary study";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42299205;2026;Pseudomonas aeruginosa in Ventilator-Associated Pneumonia: A Comprehensive Review of Resistance and Clinical Outcomes.;EXCLUDE;narrative review with no primary patient data of its own;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42353674;2026;The ESKAPE Challenge: Understanding Resistance and Exploring Alternative Treatments.;EXCLUDE;narrative review with no primary patient data of its own;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
28583189;2017;Use of bacteriophages in the treatment of colistin-only-sensitive Pseudomonas aeruginosa septicaemia in a patient with acute kidney injury-a case report.;FULLTEXT;"no abstract; title reports phage treatment of septicaemia in a named patient";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
28992111;2018;Refractory Pseudomonas Bacteremia in a 2-Year-Old Sterilized by Bacteriophage Therapy.;FULLTEXT;case: pediatric refractory MDR P. aeruginosa bacteraemia, 2-phage cocktail;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
29588855;2018;Phage treatment of an aortic graft infected with Pseudomonas aeruginosa.;FULLTEXT;case: prosthetic vascular graft infection treated with phage;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
30060002;2018;Innovations for the treatment of a complex bone and joint infection due to XDR Pseudomonas aeruginosa including local application of a selected cocktail of bacteriophages.;FULLTEXT;"no abstract; title reports XDR P. aeruginosa bone and joint infection with local phage";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;
30131795;2018;Adapted Bacteriophages for Treating Urinary Tract Infections.;FULLTEXT;"adapted phages for urinary tract infection; abstract does not settle whether patients were treated";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;
30292481;2019;Efficacy and tolerability of a cocktail of bacteriophages to treat burn wounds infected by Pseudomonas aeruginosa (PhagoBurn): a randomised, controlled, double-blind phase 1/2 trial.;FULLTEXT;PhagoBurn randomised trial, burn wounds infected by P. aeruginosa;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
30884879;2019;Processing Phage Therapy Requests in a Brussels Military Hospital: Lessons Identified.;FULLTEXT;"QAMH programme report on processing phage therapy requests; may carry patient outcomes";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;
31081402;2019;Bacteriophage Therapy of Chronic Nonhealing Wound: Clinical Study.;FULLTEXT;clinical study of phage therapy in chronic non-healing wound;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;
31102236;2019;Successful adjunctive use of bacteriophage therapy for treatment of multidrug-resistant Pseudomonas aeruginosa infection in a cystic fibrosis patient.;FULLTEXT;case: 26-year-old cystic fibrosis patient, MDR P. aeruginosa pneumonia;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
31207123;2019;Early clinical experience of bacteriophage therapy in 3 lung transplant recipients.;FULLTEXT;case series: three lung transplant recipients with MDR infections;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
31437402;2019;Bacteriophage Therapy of Ventilator-associated Pneumonia and Empyema Caused by Pseudomonas aeruginosa.;FULLTEXT;"no abstract; title reports phage therapy of ventilator-associated pneumonia and empyema";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
31527029;2019;Bacteriophages as Adjuvant to Antibiotics for the Treatment of Periprosthetic Joint Infection Caused by Multidrug-Resistant Pseudomonas aeruginosa.;FULLTEXT;case: chronic relapsing periprosthetic joint infection and femoral osteomyelitis;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
31693655;2019;Lytic Bacteriophage Screening Strategies for Multidrug-Resistant Bloodstream Infections in a Burn Intensive Care Unit.;FULLTEXT;burn ICU bloodstream infections where screening 'resulted in treatment using bacteriophage';"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;
32380707;2020;Bacteriophage Therapy for Critical Infections Related to Cardiothoracic Surgery.;FULLTEXT;cardiothoracic surgical infections treated with phage;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
32657966;2020;Bacteriophage therapy as a treatment option for transplant infections.;FULLTEXT;"transplant infection review citing recent published cases; possible case source";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;
33005701;2020;Lessons Learned From the First 10 Consecutive Cases of Intravenous Bacteriophage Therapy to Treat Multidrug-Resistant Bacterial Infections at a Single Center in the United States.;FULLTEXT;first 10 consecutive intravenous phage therapy cases at one centre;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
33755148;2021;Phage Are All the Rage: Bacteriophage in Clinical Practice.;FULLTEXT;"no abstract; clinical-practice piece that may be case-based";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;
34026768;2021;"Case Report: Arthroscopic ""Debridement Antibiotics and Implant Retention"" With Local Injection of Personalized Phage Therapy to Salvage a Relapsing Pseudomonas Aeruginosa Prosthetic Knee Infection.";FULLTEXT;case: 88-year-old with relapsing Pseudomonas prosthetic knee infection;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
34177601;2021;Case Report: Chronic Bacterial Prostatitis Treated With Phage Therapy After Multiple Failed Antibiotic Treatments.;FULLTEXT;case: chronic bacterial prostatitis treated with phage after antibiotic failure;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;
34369652;2021;Bacterial lysis, autophagy and innate immune responses during adjunctive phage therapy in a child.;FULLTEXT;adjunctive phage in a 7-year-old with chronic P. aeruginosa osteoarticular infection;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
34696331;2021;Phage Therapy Experience at the Eliava Phage Therapy Center: Three Cases of Bacterial Persistence.;FULLTEXT;retrospective descriptive study of three patients at the Eliava centre;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:03:21;SI
35444073;2022;Bacteriophage therapy for empyema caused by carbapenem-resistant Pseudomonas aeruginosa.;FULLTEXT;case: post-pneumonectomy empyema with broncho-pleural fistula, carbapenem-resistant;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
35529052;2022;Combination of phage therapy and cefiderocol to successfully treat Pseudomonas aeruginosa cranial osteomyelitis.;FULLTEXT;case: 25-year-old, cranial osteomyelitis after electrocution, phage plus cefiderocol;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
35547216;2022;Use of Phage Cocktail BFC 1.10 in Combination With Ceftazidime-Avibactam in the Treatment of Multidrug-Resistant Pseudomonas aeruginosa Femur Osteomyelitis-A Case Report.;FULLTEXT;case: post-traumatic femoral osteomyelitis, BFC 1.10 with ceftazidime-avibactam;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
35869081;2022;Personalized bacteriophage therapy to treat pandrug-resistant spinal Pseudomonas aeruginosa infection.;FULLTEXT;case: pandrug-resistant spinal bone and joint infection, personalised phage;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
36175406;2022;Bacteriophage-antibiotic combination therapy against extensively drug-resistant Pseudomonas aeruginosa infection to allow liver transplantation in a toddler.;FULLTEXT;case: XDR P. aeruginosa infection treated to allow liver transplantation;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
36578069;2022;Safety and microbiological activity of phage therapy in persons with cystic fibrosis colonized with Pseudomonas aeruginosa: study protocol for a phase 1b/2, multicenter, randomized, double-blind, placebo-controlled trial.;FULLTEXT;randomised placebo-controlled trial protocol, single intravenous dose, ~72 adults with cystic fibrosis;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
36082999;2023;Development of Host Immune Response to Bacteriophage in a Lung Transplant Recipient on Adjunctive Phage Therapy for a Multidrug-Resistant Pneumonia.;FULLTEXT;"lung transplant recipient on adjunctive phage; phage-specific CD4 T cells and immunoglobulin";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
36636832;2023;First-in-human application of double-stranded RNA bacteriophage in the treatment of pulmonary Pseudomonas aeruginosa infection.;FULLTEXT;first-in-human dsRNA phage phiYY in a 40-year-old with interstitial lung disease;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
36861092;2023;Application of Phage Therapy in a Case of a Chronic Hip-Prosthetic Joint Infection due to Pseudomonas aeruginosa: An Italian Real-Life Experience and In Vitro Analysis.;FULLTEXT;case: 62-year-old, chronic hip prosthetic joint infection, phage with meropenem;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
37160359;2023;Single-arm, open-labelled, safety and tolerability of intrabronchial and nebulised bacteriophage treatment in children with cystic fibrosis and Pseudomonas aeruginosa.;FULLTEXT;single-arm open-label trial, intrabronchial and nebulised phage in children with cystic fibrosis;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
37243293;2023;Successful Bacteriophage-Antibiotic Combination Therapy against Multidrug-Resistant Pseudomonas aeruginosa Left Ventricular Assist Device Driveline Infection.;FULLTEXT;case: left ventricular assist device infection, phage-antibiotic combination;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
37275366;2023;Case report: Analysis of phage therapy failure in a patient with a Pseudomonas aeruginosa prosthetic vascular graft infection.;FULLTEXT;case: phage therapy failure in prosthetic vascular graft infection, PT07/14-01/PNM;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
37369702;2023;Personalized aerosolised bacteriophage treatment of a chronic lung infection due to multidrug-resistant Pseudomonas aeruginosa.;FULLTEXT;case: 41-year-old with Kartagener syndrome, aerosolised personalised phage;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
37409241;2023;Refractory Pseudomonas aeruginosa Bronchopulmonary Infection After Lung Transplantation for Common Variable Immunodeficiency Despite Maximal Treatment Including IgM/IgA-Enriched Immunoglobulins and Bacteriophage Therapy.;FULLTEXT;case: refractory bronchopulmonary infection after lung transplant for common variable immunodeficiency;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
37515541;2023;Bacteriophage Therapy for Pan-Drug-Resistant Pseudomonas aeruginosa in Two Persons With Cystic Fibrosis.;FULLTEXT;two persons with cystic fibrosis, pandrug-resistant P. aeruginosa;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
37562400;2023;Refractory Pseudomonas aeruginosa infections treated with phage PASA16: A compassionate use case series.;FULLTEXT;compassionate-use case series treated with phage PASA16;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
38066373;2024;Successful Use of Phage and Antibiotics Therapy for the Eradication of Two Bacterial Pathogens from the Respiratory Tract of an Infant.;FULLTEXT;case: 3-month-old girl, severe bronchitis after tracheostomy, consecutive phage and antibiotics;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
38302552;2024;Optimized preparation pipeline for emergency phage therapy against Pseudomonas aeruginosa at Yale University.;FULLTEXT;"Yale emergency phage therapy preparation pipeline; programme report with treated patients";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
38305316;2024;[Not Available].;FULLTEXT;"title was a placeholder; abstract confirms a case report of chronic relapsing prosthetic aortic graft infection treated with two lytic antipseudomonal phages";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
38470133;2024;Pseudomonas aeruginosa ventricular assist device infections: findings from ineffective phage therapies in five cases.;FULLTEXT;retrospective series: five ventricular assist device infections, ineffective phage therapy;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
38917792;2024;Neutralizing antibodies after nebulized phage therapy in cystic fibrosis patients.;FULLTEXT;neutralising antibodies after nebulised phage therapy in cystic fibrosis patients;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
39066242;2024;Phage Therapy in a Burn Patient Colonized with Extensively Drug-Resistant Pseudomonas aeruginosa Responsible for Relapsing Ventilator-Associated Pneumonia and Bacteriemia.;FULLTEXT;case: burn patient, XDR P. aeruginosa relapsing ventilator-associated pneumonia;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;SI
39074617;2024;Safety and tolerability of bronchoscopic and nebulised administration of bacteriophage.;FULLTEXT;safety, tolerability and potential efficacy of bronchoscopic and nebulised phage administration;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:11:12;
39452183;2024;Phage-Antibiotic Combination Therapy against Recurrent Pseudomonas Septicaemia in a Patient with an Arterial Stent.;FULLTEXT;case: recurrent Pseudomonas septicaemia with arterial stent, phage-meropenem;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
39491599;2024;Access to phage therapy at Hospices Civils de Lyon in 2022: Implementation of the PHAGEinLYON Clinic programme.;FULLTEXT;"PHAGEinLYON programme; all 2022 phage therapy requests collected prospectively";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
39740667;2025;Randomized double-blind study on safety and tolerability of TP-102 phage cocktail in patients with infected and non-infected diabetic foot ulcers.;FULLTEXT;randomised double-blind trial of TP-102 in patients with diabetic foot ulcers;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
39834667;2025;Successful Treatment of a Patient With Chronic Bronchiectasis Using an Induced Native Phage Cocktail: A Case Report.;FULLTEXT;case: chronic bronchiectasis treated with an induced native phage cocktail;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
39861912;2025;Phage Therapy as a Rescue Treatment for Recurrent Pseudomonas aeruginosa Bentall Infection.;FULLTEXT;case: recurrent P. aeruginosa Bentall endocarditis, phage as rescue;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
39965256;2025;Bacteriophage Therapy for Chronic Mastoiditis.;FULLTEXT;case: 47-year-old, intratympanic phage for chronic mastoiditis from MDR P. aeruginosa;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
40301561;2025;Personalized inhaled bacteriophage therapy for treatment of multidrug-resistant Pseudomonas aeruginosa in cystic fibrosis.;FULLTEXT;personalised inhaled phage for MDR P. aeruginosa in cystic fibrosis;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
40368965;2025;Adjunctive phage therapy improves antibiotic treatment of ventilator-associated-pneumonia with Pseudomonas aeruginosa.;FULLTEXT;adjunctive phage in ventilator-associated pneumonia;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
40593506;2025;Phage therapy with nebulized cocktail BX004-A for chronic Pseudomonas aeruginosa infections in cystic fibrosis: a randomized first-in-human trial.;FULLTEXT;BX004-A randomised first-in-human trial in cystic fibrosis;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
40639454;2025;A feasibility study for personalized phage therapy against drug-resistant bacteria in Japan.;FULLTEXT;observational feasibility study of personalised phage therapy in Japan;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
40899889;2025;[Clinical efficiency of polyvalent piobacteriophage in the complex treatment of nosocomial sinusitis].;FULLTEXT;polyvalent pyobacteriophage in 30 intensive-care patients with nosocomial sinusitis;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
40975185;2025;Adjunctive bacteriophage therapy for refractory/resistant Pseudomonas aeruginosa infections: Bottlenecks and proposed solutions.;FULLTEXT;"no abstract; cannot be judged, advanced rather than excluded";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
41022989;2025;A case report of bacteriophage therapy for the treatment of lung infection due to carbapenem-resistant Pseudomonas aeruginosa.;FULLTEXT;case report: phage for carbapenem-resistant P. aeruginosa lung infection;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
41244966;2025;Resolution of acute rejection in a bilateral double-lung transplanted cystic fibrosis patient following phage intervention.;FULLTEXT;case: acute rejection resolved in a bilateral lung transplant recipient after phage;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
41479406;2025;Phage therapy of perinephric abscess in kidney transplantation recipients caused by drug-resistant Pseudomonas aeruginosa.;FULLTEXT;two cases: perinephric abscess in kidney transplant recipients;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
40810649;2026;Bacteriophage therapy in clinical practice: case studies of Pseudomonas aeruginosa infections.;FULLTEXT;clinical practice case studies of P. aeruginosa infections;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
41510198;2026;Pharmacodynamic individualization of phage therapy against a KPC-5-producing Pseudomonas aeruginosa.;FULLTEXT;"pharmacodynamic individualisation against a KPC-5-producing isolate; clinical assessment";"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
41513696;2026;Timely bespoke phage-antibiotic combination to treat refractory Pseudomonas aeruginosa mediastinitis and vascular graft infection.;FULLTEXT;case: refractory mediastinitis and vascular graft infection, bespoke phage-antibiotic;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
41565011;2026;Successful Bacteriophage Treatment of a Recalcitrant Intra-Abdominal Infection Caused by Multidrug-Resistant Pseudomonas aeruginosa in a 2-Year-Old Child.;FULLTEXT;case: recalcitrant intra-abdominal MDR infection in a paediatric patient;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
41589298;2026;Pan-Resistant Pseudomonas aeruginosa Septic Shock in a Critically Ill Patient: A Case Report.;FULLTEXT;case report: pan-resistant P. aeruginosa septic shock in a critically ill patient;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
41667461;2026;Ecological partitioning enables phage-antibiotic cooperation in a human Pseudomonas infection.;FULLTEXT;longitudinal multiomic case analysis of a man in his seventies on phage-antibiotic therapy;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
41853116;2026;Clearance of hypermutator XDR Pseudomonas osteomyelitis and hardware infection with adjunctive bacteriophage therapy.;FULLTEXT;clearance of hypermutator XDR Pseudomonas osteomyelitis and hardware infection;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
42070625;2026;Adjuvant multisite bacteriophage cocktail administration as salvage treatment in a patient with a multidrug-resistant Pseudomonas aeruginosa frontal relapsing complex osteitis.;FULLTEXT;case: 37-year-old man, multisite phage cocktail salvage for MDR bone infection;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
42263718;2026;Calciphylaxis complicated by NDM-1-producing Pseudomonas aeruginosa: first experience with cefepime-zidebactam alongside phage therapy in the USA.;FULLTEXT;case: calciphylaxis with NDM-1 P. aeruginosa, cefepime-zidebactam alongside phage;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;
42364990;2026;Chronic suppression of a multidrug-resistant Pseudomonas aeruginosa in prosthetic joint infection using personalized bacteriophage treatment.;FULLTEXT;chronic suppression of MDR P. aeruginosa prosthetic joint infection with personalised phage;"claude-opus-5 (abstract stage, LLM-assisted; pending human verification)";2026-08-04T07:12:18;SI
