PMID;Anio;Titulo;Decision;Motivo;Decidido por;Fecha;Ya incluido
30821815;2019;P. aeruginosa flow-cell biofilms are enhanced by repeated phage treatments but can be eradicated by phage-ciprofloxacin combination.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30825355;2019;Antibiofilm potential of purified environmental bacteriophage preparations against early stage Pseudomonas aeruginosa biofilms.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30862096;2019;Directed in Vitro Evolution of Therapeutic Bacteriophages: The Appelmans Protocol.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30886355;2019;Recombination between phages and CRISPR-cas loci facilitates horizontal gene transfer in staphylococci.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30901901;2019;Broad Bactericidal Activity of the Myoviridae Bacteriophage Lysins LysAm24, LysECD7, and LysSi3 against Gram-Negative ESKAPE Pathogens.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30905286;2019;Genome-wide correlation analysis suggests different roles of CRISPR-Cas systems in the acquisition of antibiotic resistance genes in diverse species.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30921732;2019;Single-Stranded DNA-Binding Protein and Exogenous RecBCD Inhibitors Enhance Phage-Derived Homologous Recombination in Pseudomonas.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30923196;2019;Bacteriophage trigger antiviral immunity and prevent clearance of bacterial infection.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30936684;2019;Mechanistic research holds promise for bacterial vaccines and phage therapies for Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30937696;2019;Identification of a lytic Pseudomonas aeruginosa phage depolymerase and its anti-biofilm effect and bactericidal contribution to serum.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30938985;2019;Epigenetic DNA Modification N6-Methyladenine Inhibits DNA Replication by DNA Polymerase of Pseudomonas aeruginosa Phage PaP1.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30939832;2019;Characterization of Two Pseudomonas aeruginosa Viruses vB_PaeM_SCUT-S1 and vB_PaeM_SCUT-S2.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30949157;2019;A Phage-Like Plasmid Carrying bla KPC-2 Gene in Carbapenem-Resistant Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30949776;2019;Bacteriophage PEV20 and Ciprofloxacin Combination Treatment Enhances Removal of Pseudomonas aeruginosa Biofilm Isolated from Cystic Fibrosis and Wound Patients.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30962344;2019;Lysocins: Bioengineered Antimicrobials That Deliver Lysins across the Outer Membrane of Gram-Negative Bacteria.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30986237;2019;Accessory genome of the multi-drug resistant ocular isolate of Pseudomonas aeruginosa PA34.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30990839;2019;Investigation of Pseudomonas aeruginosa strain PcyII-10 variants resisting infection by N4-like phage Ab09 in search for genes involved in phage adsorption.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
30996083;2019;Filamentous bacteriophages are associated with chronic Pseudomonas lung infections and antibiotic resistance in cystic fibrosis.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31020041;2019;Global Transcriptomic Analysis of the Interactions between Phage φAbp1 and Extensively Drug-Resistant Acinetobacter baumannii.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31164451;2019;Temperate Bacteriophages from Chronic Pseudomonas aeruginosa Lung Infections Show Disease-Specific Changes in Host Range and Modulate Antimicrobial Susceptibility.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31164603;2019;Reverse Genetic Systems for Pseudomonas aeruginosa Leviphages.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31231326;2019;A Type VI Secretion System Trans-Kingdom Effector Is Required for the Delivery of a Novel Antibacterial Toxin in Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31277396;2019;Analysis of Bacteriophages with Insulator-Based Dielectrophoresis.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31278366;2019;Selective cytotoxicity and antifungal properties of copper(II) and cobalt(II) complexes with imidazole-4-acetate anion or 1-allylimidazole.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31279087;2019;Lactonase SsoPox modulates CRISPR-Cas expression in gram-negative proteobacteria using AHL-based quorum sensing systems.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31310881;2019;The influence of cationic dendrimers on antibacterial activity of phage endolysin against P. aeruginosa cells.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31323845;2019;Ts2631 Endolysin from the Extremophilic Thermus scotoductus Bacteriophage vB_Tsc2631 as an Antimicrobial Agent against Gram-Negative Multidrug-Resistant Bacteria.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31349628;2019;Synergistic Action of Phage and Antibiotics: Parameters to Enhance the Killing Efficacy Against Mono and Dual-Species Biofilms.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31379775;2019;Baseplate Component TssK and Spatio-Temporal Assembly of T6SS in Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31398437;2019;Inhalable combination powder formulations of phage and ciprofloxacin for P. aeruginosa respiratory infections.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31412645;2019;Selection of Bacteriophages to Control In Vitro 24 h Old Biofilm of Pseudomonas Aeruginosa Isolated from Drinking and Thermal Water.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31416880;2019;Genome Sequence of Pseudomonas Phage UMP151, Isolated from the Female Bladder Microbiota.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31427601;2019;High-throughput screen reveals sRNAs regulating crRNA biogenesis by targeting CRISPR leader to repress Rho termination.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31437635;2019;Pulsed and continuous light UV LED: microbial inactivation, electrical, and time efficiency.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31451543;2019;PQS Produced by the Pseudomonas aeruginosa Stress Response Repels Swarms Away from Bacteriophage and Antibiotics.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31474367;2019;Anti-CRISPR-Associated Proteins Are Crucial Repressors of Anti-CRISPR Transcription.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31530875;2019;Identification and characterization of phage protein and its activity against two strains of multidrug-resistant Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31537684;2019;Complete Genome Sequence of a Pseudomonas aeruginosa Isolate from a Kidney Stone.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31551330;2019;Resistance Evolution against Phage Combinations Depends on the Timing and Order of Exposure.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31551983;2019;Quorum Quenching Lactonase Strengthens Bacteriophage and Antibiotic Arsenal Against Pseudomonas aeruginosa Clinical Isolates.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31575664;2019;Lying in Wait: Modeling the Control of Bacterial Infections via Antibiotic-Induced Proviruses.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31586662;2019;An experimental mouse model for phage therapy of bacterial pathogens causing bacteremia.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31594506;2019;Transposable temperate phages promote the evolution of divergent social strategies in Pseudomonas aeruginosa populations.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31645729;2019;Bacterial biodiversity drives the evolution of CRISPR-based phage resistance.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31682834;2019;A Potent Anti-SpuE Antibody Allosterically Inhibits Type III Secretion System and Attenuates Virulence of Pseudomonas Aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31701033;2019;Spatial structure affects phage efficacy in infecting dual-strain biofilms of Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31771160;2019;Pseudomonas aeruginosa PA5oct Jumbo Phage Impacts Planktonic and Biofilm Population and Reduces Its Host Virulence.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31849908;2019;vB_PaeM_MIJ3, a Novel Jumbo Phage Infecting Pseudomonas aeruginosa, Possesses Unusual Genomic Features.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31866964;2019;Dendronized Silver Nanoparticles as Bacterial Membrane Permeabilizers and Their Interactions With P. aeruginosa Lipopolysaccharides, Lysozymes, and Phage-Derived Endolysins.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32864566;2019;Characterization of the ϕCTX-like Pseudomonas aeruginosa phage Dobby isolated from the kidney stone microbiota.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, isolated endolysin, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:31:28;
36133139;2019;Phage-mimicking antibacterial core-shell nanoparticles.;EXCLUDE;"preclinical/laboratory, or a title naming a non-Pseudomonas pathogen: phage biology, genomics, structural, CRISPR/anti-CRISPR, in vitro biofilm, isolated endolysin, environmental or animal work; no human P. aeruginosa treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:32:54;
31351419;2020;Bio-hybrid gold nanoparticles as SERS probe for rapid bacteria cell identification.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31443115;2020;Bacteriophage delivering hydrogels reduce biofilm formation in vitro and infection in vivo.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31664502;2020;Isolation and Genome Sequencing of a Novel Pseudomonas aeruginosa Phage PA-YS35.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31685418;2020;Isolation and characterization of bacteriophage to control multidrug-resistant Pseudomonas aeruginosa planktonic cells and biofilm.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31697976;2020;Characterization of the bacteriocins and the PrtR regulator in a plant-associated Pseudomonas strain.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31735421;2020;Investigation of microbial cell deformability by filter cake compressibility using ultrafiltration membranes.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31750813;2020;Pseudomonas aeruginosa and microbial keratitis.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31819262;2020;A bacteriophage nucleus-like compartment shields DNA from CRISPR nucleases.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31896785;2020;The effect of phage genetic diversity on bacterial resistance evolution.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31911177;2020;Strand displacement DNA synthesis by DNA polymerase gp90 exo- of Pseudomonas aeruginosa phage 1.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31932165;2020;HORMA Domain Proteins and a Trip13-like ATPase Regulate Bacterial cGAS-like Enzymes to Mediate Bacteriophage Immunity.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31932441;2020;Controlled phage therapy by photothermal ablation of specific bacterial species using gold nanorods targeted by chimeric phages.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
31999445;2020;Phage-Guided Targeting, Discriminative Imaging, and Synergistic Killing of Bacteria by AIE Bioconjugates.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32019835;2020;Quantitative Models of Phage-Antibiotic Combination Therapy.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32071243;2020;Phage liquid crystalline droplets form occlusive sheaths that encapsulate and protect infectious rod-shaped bacteria.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32107153;2020;Characterization of Pseudomonas lytic phages and their application as a cocktail with antibiotics in controlling Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32153575;2020;Pf Bacteriophage and Their Impact on Pseudomonas Virulence, Mammalian Immunity, and Chronic Infections.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32154616;2020;Integrative omics analysis of Pseudomonas aeruginosa virus PA5oct highlights the molecular complexity of jumbo phages.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32194532;2020;Development of a Bacteriophage Cocktail to Constrain the Emergence of Phage-Resistant Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32203410;2020;Bacterial alginate regulators and phage homologs repress CRISPR-Cas immunity.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32226914;2020;Bacteriophage treatment of carbapenemase-producing Klebsiella pneumoniae in a multispecies biofilm: a potential biocontrol strategy for healthcare facilities.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32246813;2020;Prophage encoding toxin/antitoxin system PfiT/PfiA inhibits Pf4 production in Pseudomonas aeruginosa.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32272740;2020;The Application of Impedance Spectroscopy for Pseudomonas Biofilm Monitoring during Phage Infection.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32293244;2020;Exploring the success of Brazilian endemic clone Pseudomonas aeruginosa ST277 and its association with the CRISPR-Cas system type I-C.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32339190;2020;Structure and conformational cycle of a bacteriophage-encoded chaperonin.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32349677;2020;2SigFinder: the combined use of small-scale and large-scale statistical testing for genomic island detection from a single genome.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32350467;2020;Action of a minimal contractile bactericidal nanomachine.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32351013;2020;Protect thy host: Pf4 phages shield Pseudomonas aeruginosa from antibiotics.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
32351494;2020;Using Bacteriophages as a Trojan Horse to the Killing of Dual-Species Biofilm Formed by Pseudomonas aeruginosa and Methicillin Resistant Staphylococcus aureus.;EXCLUDE;"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported";"claude-opus-5 (title stage, LLM-assisted; pending human verification)";2026-08-04T06:27:06;
