record_id,estudio,idioma_declarado,fuente_declarado,idioma_del_texto,clase_de_evidencia,prueba,estado,caracteres_de_resumen,titulo_alternativo,revista,titulo
R607037aeaa,73,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.280 frente a spa 0.004; palabras: the of and in to a for with,ADMITIDO,1662,,The international journal of lower extremity wounds,Bacteriophage Therapy of Chronic Nonhealing Wound: Clinical Study.
R93e07521e9,74,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.198 frente a spa 0.005; palabras: the of and in to a for with,ADMITIDO,1538,,"Antibiotics (Basel, Switzerland)",Bacteriophage Therapy for Critical Infections Related to Cardiothoracic Surgery.
R4e80e5028d,75,eng,exportacion de Scopus (brazo A) (campo de idioma),eng,A. texto probado,eng 0.248 frente a spa 0.000; palabras: the of and in to for with was,ADMITIDO,1804,ФАГОТЕРАПИЯ АНТИБИОТИКОРЕЗИСТЕНТНОЙ ПНЕВМОНИИ: ИММУНОМОДУЛЯЦ,Medical Immunology (Russia),Phage therapy in antibiotic resistant pneumonia: Immunomodulation or redistribution?
R66891a5069,76,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.274 frente a spa 0.000; palabras: the of and to a for with is,ADMITIDO,523,,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,Experience Using Adjuvant Bacteriophage Therapy for the Treatment of 10 Recalcitrant Periprosthetic Joint Infe
Rf41ce1f437,77,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.165 frente a spa 0.004; palabras: the of and in to a for with,ADMITIDO,1847,,Antimicrobial agents and chemotherapy,Pseudomonas aeruginosa ventricular assist device infections: findings from ineffective phage therapies in five
Re9fa49ae6d,78,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.237 frente a por 0.010; palabras: the of and in to a for with,ADMITIDO,2880,,International journal of diabetes in developing countries,Efficacy of Bacteriophage Therapy in the Treatment of Diabetic Foot Ulcers: a Pilot Study from South India
Rde30f4212d,80,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.261 frente a spa 0.007; palabras: the of and in to a for with,ADMITIDO,900,,"PHAGE: Therapy, Applications, and Research",Bacteriophage Therapy as a Potential Management Option for Surgical Wound Infections
Rbcb0bd26fd,81,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.203 frente a por 0.016; palabras: the of and in to a for with,ADMITIDO,865,,Current opinion in infectious diseases,Bacteriophage therapy as a treatment option for transplant infections.
Ra0a7764be2,82,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.238 frente a dan 0.048; palabras: of and in with study,ADMITIDO,0,,,Ph 1/2 Study Evaluating Safety and Tolerability of Inhaled AP-PA02 in Subjects With Chronic Pseudomonas Aerugi
Ra27f5e9de1,82,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.168 frente a dan 0.029; palabras: the of and in for with by at,ADMITIDO,787,,https://clinicaltrials.gov/ct2/show/NCT04596319,Ph 1/2 Study Evaluating Safety and Tolerability of Inhaled AP-PA02 in Subjects With Chronic Pseudomonas Aerugi
Ra669243a04,83,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.248 frente a por 0.009; palabras: the of and in to a for with,ADMITIDO,1406,,Viruses,Bacteriophage Therapy for Difficult-to-Treat Infections: The Implementation of a Multidisciplinary Phage Task 
R23483b48bc,83,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.200 frente a spa 0.000; palabras: the of to a for,ADMITIDO,0,,,Bacteriophage Therapy for Difficult-to-treat Infections: the Implementation of a Multidisciplinary Phage Task 
Rc74ef3ed71,84,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.183 frente a dan 0.026; palabras: the of and in to a for with,ADMITIDO,586,,https://clinicaltrials.gov/study/NCT05616221,"Study to Evaluate the Safety, Phage Kinetics, and Efficacy of Inhaled AP-PA02 in Subjects With Non-Cystic Fibr"
R86898bdcba,84,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.269 frente a ita 0.038; palabras: the of and in to with study,ADMITIDO,0,,,"Study to Evaluate the Safety, Phage Kinetics, and Efficacy of Inhaled AP-PA02 in Subjects With Non-Cystic Fibr"
R188612f054,85,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.243 frente a por 0.007; palabras: the of and in to a for with,ADMITIDO,922,,Microbial biotechnology,First-in-human application of double-stranded RNA bacteriophage in the treatment of pulmonary Pseudomonas aeru
R9a169ae02f,86,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.230 frente a por 0.018; palabras: the of and in to a for with,ADMITIDO,1335,,Journal of Drug Delivery Science and Technology,Inhalation phage therapy as a new approach to preventing secondary bacterial pneumonia in patients with modera
R9d091cf924,86,eng,"exportacion de Scopus (brazo B), emparejado por titulo",eng,A. texto probado,eng 0.228 frente a por 0.019; palabras: the of and in to a for with,ADMITIDO,1316,,Journal of drug delivery science and technology,Inhalation phage therapy as a new approach to preventing secondary bacterial pneumonia in patients with modera
R4be8d3bd67,87,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.294 frente a spa 0.000; palabras: the of a with at study,ADMITIDO,0,,,PHAGEinLYON Clinic Cohort Study: a Descriptive Study of Severe Infections Treated With Phage Therapy at the HC
R0b195c9d15,88,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.103 frente a nld 0.017; palabras: the of and in to a with was,ADMITIDO,733,,Frontiers in cellular and infection microbiology,Case report: Personalized triple phage-antibiotic combination therapy to rescue necrotizing fasciitis caused b
R72f673966a,91,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.211 frente a spa 0.005; palabras: the of and in to a for with,ADMITIDO,1476,,International journal of molecular sciences,Analysis of Pro- and Anti-Inflammatory Gene Response Patterns in Patients Receiving Phage Therapy.
R0ba25ff795,92,rus,Europe PMC (campo language),eng,A. texto probado,eng 0.311 frente a spa 0.004; palabras: the of and in to a for with,ADMITIDO,5798,Анализ эффективности фаговой терапии у коморбидных пациентов,Pirogov Russian Journal of Surgery,Phage therapy analysis of effectiveness in comorbid patients with wounds and surgical infections of various et
Rc8ff79c3d5,93,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.156 frente a por 0.010; palabras: the of and in to a for with,ADMITIDO,1352,,JAC-antimicrobial resistance,Pharmacodynamic individualization of phage therapy against a KPC-5-producing Pseudomonas aeruginosa.
Rfc0fff7284,94,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.201 frente a por 0.009; palabras: the of and in to a for with,ADMITIDO,1569,,Nature Communications ,Timely bespoke phage-antibiotic combination to treat refractory Pseudomonas aeruginosa mediastinitis and vascu
Ra1f20b8500,95,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.227 frente a spa 0.000; palabras: the of and in to a with was,ADMITIDO,924,,EMBO molecular medicine,"Bacterial lysis, autophagy and innate immune responses during adjunctive phage therapy in a child."
Re198b54d4f,96,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.174 frente a spa 0.000; palabras: the of and in a for with that,ADMITIDO,678,,Antibiotics,Low immunogenicity of intravesical phage therapy for urogenitary tract infections
R3d7a0bb6e2,97,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.250 frente a por 0.015; palabras: the of and in to a for with,ADMITIDO,361,,https://clinicaltrials.gov/show/NCT04815798,Phage Therapy for the Prevention and Treatment of Pressure Ulcers
Rcb166dcd37,97,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Phage Therapy for the Prevention and Treatment of Pressure Ulcers.
Rc14af04e09,98,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.180 frente a spa 0.011; palabras: the of and in to a for with,ADMITIDO,573,,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Bacteriophage therapy as a treatment option for complex cardiovascular implant infection: The German Heart Cen
R96667a0c25,99,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.215 frente a por 0.007; palabras: the of and in to a for with,ADMITIDO,7632,,https://trialsearch.who.int/Trial2.aspx?TrialID=ACTRN12623000542695,Evaluation of safety and effectiveness of a nebulised phage cocktail in patients with chronic rhinosinusitis (
R2395232511,101,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.234 frente a spa 0.008; palabras: the of and in to a for with,ADMITIDO,1676,,Biomedicines,The Efficacy of Inhaled Phage Cocktail to Prevent Ventilator-Associated Pneumonia in Children: A Double-Blind 
R1ea2de24a9,101,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.229 frente a spa 0.008; palabras: the of and in to a for with,ADMITIDO,1653,,Biomedicines,The Efficacy of Inhaled Phage Cocktail to Prevent Ventilator-Associated Pneumonia in Children: a Double-Blind 
Rc16af7be8b,102,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.219 frente a dan 0.006; palabras: the of and in to a for with,ADMITIDO,1148,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2600122738,"A randomized, double-blind clinical trial of phage nebulized inhalation for the treatment of respiratory tract"
R7456f123b7,103,rus,Europe PMC (campo language),eng,A. texto probado,eng 0.300 frente a spa 0.005; palabras: the of and in to a for with,ADMITIDO,5292,Фаготерапиягнойныхран:сравнительныйклинико-цитоморфологическ,Pirogov Russian Journal of Surgery,Phage therapy of purulent wounds: comparative clinical cytomorphological and microbiological analysis of effec
Rb19dcd4efb,104,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.083 frente a spa 0.000; palabras: of for,ADMITIDO,0,,,Bacteriophage Clinical Trial for Periprosthetic Joint Infection of Multidrug Resistant Pseudomonas Aeruginosa
Rad03dbff94,105,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.250 frente a spa 0.036; palabras: the of and to a for treatment,ADMITIDO,23,,The Journal of antimicrobial chemotherapy,Innovations for the treatment of a complex bone and joint infection due to XDR Pseudomonas aeruginosa includin
R4c045cf31e,106,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.244 frente a spa 0.006; palabras: the of and in to a for with,ADMITIDO,1064,,"Evolution, medicine, and public health",Phage treatment of an aortic graft infected with Pseudomonas aeruginosa.
Rd722f8e7bc,107,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Bacteriophage Therapy in First Time Chronic Prosthetic Joint Infections
R3841f327ba,108,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.246 frente a ita 0.007; palabras: the of and in to a for with,ADMITIDO,2076,,Nature microbiology,"Personalized bacteriophage therapy outcomes for 100 consecutive cases: a multicentre, multinational, retrospec"
R39bc0a2a80,108,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Bacteriophage Therapy of Difficult-to-treat Infections
Rf9e8793e57,110,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.194 frente a por 0.006; palabras: the of and in to a for with,ADMITIDO,1068,,"Methods in molecular biology (Clifton, N.J.)",Successful Use of Phage and Antibiotics Therapy for the Eradication of Two Bacterial Pathogens from the Respir
R413debb856,111,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.186 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,710,,https://clinicaltrials.gov/study/NCT07202234,Bacteriophage Cocktail Therapy for Multidrug-Resistant Gram-Negative Ventilator-Associated Pneumonia
Red9286ca0b,111,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Bacteriophage Cocktail Therapy for Multidrug-Resistant Gram-Negative Ventilator-Associated Pneumonia
R0765f3e9d9,112,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.222 frente a spa 0.000; palabras: of and in with,ADMITIDO,0,,,Safety of Combined Intravenous Antibiotic and Bacteriophage Therapy in Adults With Cystic Fibrosis and Antibio
R478cf184a3,113,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.192 frente a por 0.011; palabras: the of and in to a for with,ADMITIDO,2697,,https://clinicaltrials.gov/study/NCT07619924,Randomized Controlled Study on the Safety and Efficacy of Phage Cocktail in the Treatment of Multidrug-Resista
Rdff19cdd5b,113,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.400 frente a spa 0.000; palabras: the of and in on study treatment,ADMITIDO,0,,,Randomized Controlled Study on the Safety and Efficacy of Phage Cocktail in the Treatment of Multidrug-Resista
Racba465763,114,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.125 frente a spa 0.000; palabras: in for with patients treatment,ADMITIDO,0,,,Personalized Phage Treatment in Covid-19 Patients With Bacterial Co-Infections Microbials for Pneumonia or Bac
R0bfe86965a,115,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.353 frente a por 0.017; palabras: the of and in to with was were,ADMITIDO,698,,Future microbiology,Antiphage activity of sera during phage therapy in relation to its outcome.
Rb9ec93cff9,116,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.188 frente a por 0.009; palabras: the of and in to a for were,ADMITIDO,683,,Viruses,Processing Phage Therapy Requests in a Brussels Military Hospital: Lessons Identified.
Ra48f1861e9,117,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.288 frente a spa 0.009; palabras: the of and in to a for with,ADMITIDO,664,,Folia microbiologica,Anti-phage serum antibody responses and the outcome of phage therapy.
R7fbc1e408c,118,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.243 frente a spa 0.002; palabras: the of and in to a for with,ADMITIDO,3327,,The Lancet. Infectious diseases,Intravesical bacteriophages for treating urinary tract infections in patients undergoing transurethral resecti
Ra4d543e854,118,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.248 frente a spa 0.003; palabras: the of and in to a for with,ADMITIDO,2263,,BMC urology,Bacteriophages for treating urinary tract infections in patients undergoing transurethral resection of the pro
R899d693366,118,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.143 frente a spa 0.000; palabras: the of in for patients,ADMITIDO,0,,,Bacteriophages for Treating Urinary Tract Infections in Patients Undergoing Transurethral Resection of the Pro
Ra399cc97d7,118,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.280 frente a spa 0.000; palabras: the of and in to a for is,ADMITIDO,552,,https://clinicaltrials.gov/show/NCT03140085,Bacteriophages for Treating Urinary Tract Infections in Patients Undergoing Transurethral Resection of the Pro
R326c83d964,118,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.242 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,1838,,"European urology, supplements",Intravesical bacteriophages for treating urinary tract infections in patients undergoing transurethral resecti
R910cda929d,119,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.190 frente a ita 0.006; palabras: the of and in to a for with,ADMITIDO,2280,,https://trialsearch.who.int/Trial2.aspx?TrialID=IRCT20111224008507N6,Phage therapy for prevention of secondary bacterial pneumonia in COVID-19
R82609ed7d3,121,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.250 frente a por 0.007; palabras: the of and in to a for is,ADMITIDO,856,,Antibiotics,Do Anti-Phage Antibodies Persist after Phage Therapy? A Preliminary Report
R2da73d7257,122,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.182 frente a spa 0.003; palabras: the of and in to a for with,ADMITIDO,2366,,BMJ open,Standardised treatment and monitoring protocol to assess safety and tolerability of bacteriophage therapy for 
R56334c0408,123,rus,exportacion de Scopus (brazo B) (campo de idioma),eng,A. texto probado,eng 0.268 frente a spa 0.000; palabras: the of and in to a with was,ADMITIDO,2073,ВЛИЯНИЕ ИНГАЛЯЦИОННОЙ БАКТЕРИОФАГТЕРАПИИ НА МУКОЗАЛЬНЫЙ ИММУ,Russian Journal of Infection and Immunity,INFLUENCE OF INHALED BACTERIOPHAGE THERAPY ON ORAL MUCOSAL IMMUNITY IN CHILDREN WITH ACUTE TONSILLITIS
Ra969af6438,124,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.251 frente a spa 0.000; palabras: the of and in to a with was,ADMITIDO,1384,,Viruses,Successful Bacteriophage-Antibiotic Combination Therapy against Multidrug-Resistant Pseudomonas aeruginosa Lef
Ra4e9fbb2ff,126,eng,"exportacion de Scopus (brazo A), emparejado por titulo",eng,A. texto probado,eng 0.295 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,2010,,International journal of pediatrics and adolescent medicine,Application of bacteriophage therapy in the treatment of children with acute tonsillitis
Rf175166f20,126,eng,exportacion de Scopus (brazo A) (campo de idioma),eng,A. texto probado,eng 0.295 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,2078,,International Journal of Pediatrics and Adolescent Medicine ,Application of bacteriophage therapy in the treatment of children with acute tonsillitis
Re6bdbee7be,129,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.223 frente a spa 0.000; palabras: the of and in to for with was,ADMITIDO,1127,,Antibiotics,Phage Therapy for Orthopaedic Infections: The First Three Cases from the United Kingdom
Rcfc3dae56a,130,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.217 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,1020,,Nature communications,Prolonged disease remission of the chronic immunological skin disorder hidradenitis suppurativa with adjunctiv
R8b119ef966,131,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.263 frente a spa 0.011; palabras: the of and in to a for with,ADMITIDO,1850,,International journal of antimicrobial agents,Results of TOR001: An open-label single patient study using targeted bacteriophage therapy for the treatment o
Rc63b7d8aac,132,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.237 frente a spa 0.003; palabras: the of and in to a for with,ADMITIDO,2434,,Indian Journal of Critical Care Medicine,Evaluation of the Potential Efficacy of Bacteriophage Therapy for the Management of Pressure Ulcers and Its Co
R9504ca6b8e,132,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.226 frente a spa 0.003; palabras: the of and in to a for with,ADMITIDO,2317,,Indian journal of critical care medicine,Evaluation of the Potential Efficacy of Bacteriophage Therapy for the Management of Pressure Ulcers and Its Co
Raa2e529a17,133,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.244 frente a spa 0.002; palabras: the of and in to a for with,ADMITIDO,2957,,"European urology, supplements",Phage therapy for the treatment for urinary tract infection: results of in-vitro screenings and in-vivo applic
Reba6a0e48c,134,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.246 frente a por 0.011; palabras: the of and in to a for with,ADMITIDO,1971,,Frontiers in microbiology,Adapted Bacteriophages for Treating Urinary Tract Infections.
R35097ad062,134,eng,"exportacion de Scopus (brazo A), emparejado por titulo",eng,A. texto probado,eng 0.246 frente a por 0.011; palabras: the of and in to a for with,ADMITIDO,1943,,"European urology, supplements",Adapted bacteriophages for treating urinary tract infections
Rf76e86bc31,135,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.267 frente a por 0.015; palabras: the of and in to a for with,ADMITIDO,2514,,Frontiers in Medicine,The Potential Innovative Use of Bacteriophages Within the DAC® Hydrogel to Treat Patients With Knee Megaprosth
Rfef2fe2708,137,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.246 frente a ita 0.004; palabras: the of and in to a for with,ADMITIDO,3429,,https://clinicaltrials.gov/study/NCT07698002,"""Debridement PhagE AnTibiotics for PJI"""
R80ac05ea69,137,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,"""Debridement PhagE AnTibiotics for PJI"""
R0afae6295c,138,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.269 frente a por 0.038; palabras: the of for with by treatment,ADMITIDO,0,,,PHRC-N/2015/AS-01 - Comparison of the efficacy of standard treatment associated with phage therapy versus stan
R36411565f8,140,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.143 frente a spa 0.071; palabras: of for treatment,ADMITIDO,23,,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Novel bacteriophage therapy for treatment of left ventricular assist device infection.
R09d4ba6319,141,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Bacteriophage Therapy in Tonsillitis
R45e6601a0b,143,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.158 frente a por 0.006; palabras: the of and in to a for with,ADMITIDO,1211,,https://trialsearch.who.int/Trial2.aspx?TrialID=CTRI/2021/12/038527,Chronic non healing ulcer and bacteriophage therapy
R3405f1429d,146,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.223 frente a por 0.010; palabras: the of and in to a for with,ADMITIDO,2013,,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,"A Retrospective, Observational Study of 12 Cases of Expanded-Access Customized Phage Therapy: Production, Char"
R4d6d6ce617,147,rus,Europe PMC (campo language),eng,A. texto probado,eng 0.261 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,793,Комплексное хирургическое лечение рецидивирующего постинъекц,Pirogov Russian Journal of Surgery,Complex surgical treatment of recurrent post-injection abscess in a patient with systemic autoimmune disease
R221c13dfc7,148,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Phage Therapy for the Treatment of Urinary Tract Infection
R717df5fd85,149,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.206 frente a dan 0.008; palabras: the of and in to for with were,ADMITIDO,1963,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2400094545,Study to phages for prevention and treatment of difficult-to-treat resistant Pseudomonas aeruginosa infection
Rea9d786d26,150,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Use of Phage Therapy for Treatment of a Periprosthetic Joint Infection
R157654d30f,152,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.259 frente a por 0.004; palabras: the of and in to a with was,ADMITIDO,1419,,Antibiotics,The Appearance of Antiphage Antibodies in Sera of Patients Treated with Phages
Rbb08a249dc,153,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.211 frente a spa 0.000; palabras: of and for study,ADMITIDO,0,,,"Evaluation of Safety and Efficacy of Phage Therapy for Drug-resistant Bacterial Infections: An Exploratory, Pr"
Re9525331c5,154,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.249 frente a por 0.004; palabras: the of and in to a for with,ADMITIDO,1642,,https://clinicaltrials.gov/ct2/show/NCT06370598,Phase 1/2a to Assess the Safety and Tolerability of TP-122A for the Treatment of Ventilator-Associated Pneumon
R6ce58a44af,154,eng,ficha de registro de ensayo: el registro publica en ingles,eng,A. texto probado,eng 0.389 frente a spa 0.000; palabras: the of and to a for treatment,ADMITIDO,0,,,Phase 1/2a to Assess the Safety and Tolerability of TP-122A for the Treatment of Ventilator-Associated Pneumon
Rab18b3d474,155,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.194 frente a por 0.010; palabras: the of and in to a with is,ADMITIDO,1298,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2500099778,Efficacy and safety of bacteriophage in treating severe drug-resistant lower respiratory tract infections in c
Rbc25e976cb,156,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.134 frente a por 0.009; palabras: the of and in to a for with,ADMITIDO,2376,,https://trialsearch.who.int/Trial2.aspx?TrialID=CTIS2024-519856-94-00,"Phase 2b Randomized, Double-Blind Study with Phage for CF Subjects with Pseudomonas Lung Infection"
R18831247ea,157,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.278 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,1686,,The international journal of lower extremity wounds,"A Randomized, Placebo-controlled, Double-blind Clinical Trial of Bacteriophage Cocktails in Chronic Wound Infe"
R1517c6529b,158,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,Bacteriophage Effects on Pseudomonas Aeruginosa
R4ad09fd8ae,159,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.155 frente a ita 0.003; palabras: the of and in to a for with,ADMITIDO,2210,,Antibiotics,Bacteriophage-Enriched Galenic for Intrapericardial Ventricular Assist Device Infection
R91b5b8d9ef,160,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.145 frente a spa 0.000; palabras: the of and in to a for with,ADMITIDO,1180,,https://trialsearch.who.int/Trial2.aspx?TrialID=ChiCTR2600125813,A Randomized Controlled Trial on the Safety and Efficacy of Phage Cocktail Therapy for Multidrug-Resistant Bac
R71d2c2521c,161,eng,ficha de registro de ensayo: el registro publica en ingles,(indeterminado),D. politica de idioma del registro,42 CFR 11 y la politica de la NLM exigen que el registro se presente en ingles,ADMITIDO,0,,,MP101 in Adults With Acute Pseudomonas Aeruginosa Pneumonia
R509b5448ca,162,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.201 frente a por 0.011; palabras: the of and in to a with is,ADMITIDO,1236,,https://trialsearch.who.int/Trial2.aspx?TrialID=KCT0011717,Phase 1 Study of MP101 in Adults With Acute Pseudomonas aeruginosa Pneumonia
R3ec3a782bb,164,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.264 frente a spa 0.009; palabras: the of and in to a for with,ADMITIDO,1590,,Viruses,Bacteriophage Application for Difficult-to-treat Musculoskeletal Infections: Development of a Standardized Mul
R9b7fc7c6a6,165,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.299 frente a por 0.004; palabras: the of and in to a for with,ADMITIDO,1591,,The international journal of lower extremity wounds,Use of Customized Bacteriophages in the Treatment of Chronic Nonhealing Wounds: A Prospective Study.
Re6084b7743,167,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.207 frente a por 0.012; palabras: the of and in to a for with,ADMITIDO,1668,,The international journal of lower extremity wounds,Biological Therapy on Infected Traumatic Wounds: A Case-Control Study.
Rd7ea09ed5c,169,eng,Europe PMC (campo language),eng,A. texto probado,eng 0.226 frente a spa 0.004; palabras: the of and in to a for with,ADMITIDO,1664,,Virus research,Safety and tolerability of bronchoscopic and nebulised administration of bacteriophage.
Rc513775cd3,170,eng,exportacion de Scopus (brazo B) (campo de idioma),eng,A. texto probado,eng 0.172 frente a spa 0.008; palabras: the of and in to a for with,ADMITIDO,816,,Annals of Vascular Surgery - Brief Reports and Innovations,Thoracic endovascular aneurysm repair of a ruptured zone 0 mycotic thoracic aortic aneurysm
Rb65634196d,171,eng,Cochrane CENTRAL indexa titulo y resumen en ingles,eng,A. texto probado,eng 0.241 frente a por 0.017; palabras: the of and in to a with its,ADMITIDO,348,,https://clinicaltrials.gov/study/NCT07612605,Yiqi Huoxue Jiedu Formula Combined With Bacteriophages in the Treatment of Severe Pneumonia
