record_id,orden,verdict,reason,decided_by,decided_at
R007821,196,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R008761,197,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R011513,198,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009557,199,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R008659,200,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009247,201,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R001795,202,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R017934,203,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R002777,204,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R003378,205,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R002974,206,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R003306,207,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009689,208,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R003311,209,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R003106,210,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R011209,211,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R004380,212,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R003610,213,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R004522,214,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R004649,215,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R004232,216,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009704,217,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009703,218,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009726,219,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009728,220,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R010585,221,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R010581,222,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009691,223,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R006255,224,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R014768,225,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R006316,226,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R006933,227,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R013448,228,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R006549,229,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R006848,230,EXCLUDE,"sintesis secundaria; util para rastreo de citas, no estudio primario","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R007294,231,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009718,232,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R013444,233,EXCLUDE,"infeccion veterinaria, no humana","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009702,234,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R007344,235,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R010442,236,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R007851,237,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R008322,238,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R012817,239,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R010376,240,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R008074,241,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R008552,242,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R007879,243,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R010329,244,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R010233,245,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R008870,246,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009040,247,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R009250,248,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R010182,249,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R011569,250,EXCLUDE,no evalua fagoterapia en pacientes,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:54
R007988,251,EXCLUDE,"sintesis secundaria; util para rastreo de citas, no estudio primario","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009429,252,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R001142,253,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R011231,254,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R002263,255,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R002326,256,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R002296,257,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R002645,258,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R017493,259,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R002412,260,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R017054,261,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003072,262,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R016767,263,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R011106,264,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004170,265,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R016336,266,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003654,267,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R011173,268,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R016504,269,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010874,270,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010842,271,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005103,272,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005171,273,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010798,274,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004910,275,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004570,276,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R006323,277,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005107,278,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R013469,279,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010407,280,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R013609,281,EXCLUDE,"no evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007030,282,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R006627,283,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007484,284,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007043,285,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007057,286,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007370,287,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010318,288,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R012700,289,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R012962,290,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R008311,291,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010458,292,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009734,293,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R008104,294,EXCLUDE,"sintesis secundaria; util para rastreo de citas, no estudio primario","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R008416,295,EXCLUDE,"no evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007692,296,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007612,297,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007712,298,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R008248,299,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010489,300,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R008259,301,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R008816,302,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009003,303,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009426,304,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009169,305,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009045,306,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R008749,307,EXCLUDE,"no evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009854,308,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R000350,309,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R000360,310,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R018613,311,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R000047,312,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R000669,313,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R000865,314,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R001226,315,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R000924,316,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R011331,317,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R000964,318,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R001435,319,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R002260,320,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R017823,321,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R017723,322,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R002186,323,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003108,324,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R016918,325,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R011054,326,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009593,327,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009824,328,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003209,329,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003214,330,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003460,331,EXCLUDE,"no evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003543,332,EXCLUDE,"no evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009598,333,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009797,334,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R017055,335,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R016778,336,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R011047,337,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003329,338,EXCLUDE,"aislados o infeccion veterinaria, no humana","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R016495,339,EXCLUDE,"sintesis secundaria; util para rastreo de citas, no estudio primario","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004145,340,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004192,341,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010820,342,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R016515,343,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004054,344,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004034,345,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R003828,346,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004586,347,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004999,348,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004947,349,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004520,350,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R015630,351,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005036,352,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005039,353,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004407,354,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R004683,355,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009595,356,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005093,357,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009771,358,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R006021,359,EXCLUDE,"sintesis secundaria; util para rastreo de citas, no estudio primario","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005971,360,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010579,361,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005011,362,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005569,363,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005434,364,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005795,365,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R014295,366,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009723,367,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007327,368,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009639,369,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005556,370,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005853,371,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R014549,372,EXCLUDE,"organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009630,373,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R005997,374,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R006264,375,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R006738,376,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R009705,377,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R006988,378,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007217,379,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007022,380,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R013681,381,ADVANCE,posible estudio primario elegible; decidir con el resumen,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R006518,382,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R006847,383,EXCLUDE,revision o comentario sin datos primarios propios,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R010651,384,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
R007159,385,EXCLUDE,"trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-04 23:56
