pmid,verdict,reason,decided_by,decided_at
29099783,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29119434,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29123253,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29133883,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29158280,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29176754,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29183115,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29195159,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29201902,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29233895,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29253127,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29268081,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29273737,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29307484,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29348170,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29352409,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29353018,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29397937,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29405518,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29408864,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29416528,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29439039,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29503640,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29509387,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29514250,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29546998,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29550930,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29588855,ADVANCE,case report: phage treatment of an infected aortic graft,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29735891,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29748556,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29749589,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29765367,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29770130,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29771109,ADVANCE,therapeutic pipeline review; may report treated patients,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29777834,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29780361,ADVANCE,argumentative review of clinical research planning in cystic fibrosis,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29792526,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29878184,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29897457,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29910791,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29916228,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29925793,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29932795,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
29969787,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30008020,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30029332,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30033364,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30033365,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30051571,ADVANCE,placebo-controlled human safety trial of phage cocktails; population to check at abstract,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30060002,ADVANCE,"case report: XDR P. aeruginosa bone and joint infection, local phage cocktail","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30108574,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30110933,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30127773,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30127777,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30131795,ADVANCE,adapted phages for treating urinary tract infections,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30223075,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30240613,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30258941,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30264928,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30281587,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30292481,ADVANCE,PhagoBurn randomised phase 1/2 trial in burn wounds,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30299364,ADVANCE,management review; may report treated cases,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30344303,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30344632,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30346651,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30374457,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30395179,ADVANCE,systematic review of phage therapy against MDR ESKAPE in humans,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30410478,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30425154,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30475408,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30481459,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30533722,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30541839,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30546305,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30570728,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30570729,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30570730,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30570733,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30586498,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30595438,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30654014,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30677957,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30682523,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30695342,ADVANCE,Russian-language paper on phage mixture composition for antibacterial therapy; unclear from title,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30696740,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30710661,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30765740,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30821815,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30825355,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30834237,ADVANCE,review of phage-antibiotic combination strategy,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30847220,ADVANCE,publisher's note attached to the aortic-graft case report,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30862096,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30884879,ADVANCE,processing phage therapy requests in a military hospital; compassionate-use programme,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30886355,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30901901,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30905286,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30921732,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30923196,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30936684,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30937696,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30938985,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30939832,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30949157,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30949776,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30962344,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30986237,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30988669,ADVANCE,ESKAPE review; may report treated cases,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30990839,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
30996083,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31020041,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31081402,ADVANCE,clinical study: phage therapy of chronic non-healing wound,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31092053,ADVANCE,review on difficult-to-treat resistance alternatives,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31102236,ADVANCE,case report: adjunctive phage for MDR P. aeruginosa in cystic fibrosis,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31164451,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31164603,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31207123,ADVANCE,case series: phage therapy in 3 lung transplant recipients,"claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31231326,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31277396,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31278366,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31279087,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31310881,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
31323845,EXCLUDE,"preclinical/laboratory: phage biology, genomics, structural, CRISPR/anti-CRISPR, biosensor, in vitro biofilm, environmental or animal work; no human treatment reported","claude-opus-5 (title stage, LLM-assisted; pending human verification)",2026-08-04T06:27:06
