record_id,orden,corriente,verdict,reason,decided_by,decided_at
Rc74ef3ed71,353,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:45
R9a169ae02f,361,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:45
R9d091cf924,362,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:45
R560788b76c,363,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:45
Rdfe01141eb,369,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:45
Rfbcac5d987,371,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:45
R0b195c9d15,373,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Rec6999ba1f,374,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R26f756e05e,375,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R7038fd9f37,384,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R44633e72a3,385,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R99c5855b1c,386,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R72f673966a,387,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R0ba25ff795,399,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R9b61a61b50,423,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Re198b54d4f,443,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Rf9b6e43f7f,444,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R3d7a0bb6e2,445,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Rc14af04e09,451,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R96667a0c25,464,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R50771e1a90,466,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R30617631dc,478,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R4fb3c8bdc8,479,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R2923eeb1ab,487,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R2395232511,498,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R1ea2de24a9,499,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Rc16af7be8b,500,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R7456f123b7,506,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Rb4843251c1,539,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R3febf5a4f4,559,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R15187cfc96,579,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R7b9aae5dd5,585,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R3841f327ba,606,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R56db7c3999,610,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R413debb856,620,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R478cf184a3,653,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R5632faae0a,664,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R0bfe86965a,665,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R6bfeb7120a,670,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R0b92c684cf,677,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Ra1da63894a,680,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R995494cde1,698,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R91cad59160,700,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R658149cf02,705,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Ra48f1861e9,707,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
Rbfbf4e5c53,708,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:46
R2c1865c2b1,712,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R7fbc1e408c,719,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Re8456aab59,724,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R910cda929d,726,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R25ca0976a4,729,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rc9278fd229,735,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R36f8e8613e,737,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rfbaf0ae13f,740,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R82609ed7d3,741,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R6d0e86c453,747,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R2da73d7257,751,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R56334c0408,759,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rbd411d9ab5,775,base,EXCLUDE,Sintesis secundaria (revision sistematica o scoping),"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Re1167c5f1e,778,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Ra4e9fbb2ff,784,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rf175166f20,785,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rdd1c8a983b,787,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rf5e604c65a,788,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Re0299b8911,792,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R8dfb947a55,820,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Re6bdbee7be,843,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R3bb13be569,852,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rcfc3dae56a,853,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R8b119ef966,856,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rc63b7d8aac,867,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R9504ca6b8e,868,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R4e21091a66,884,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Raa2e529a17,888,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Recf0d5a022,890,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rd0bf3a54b9,892,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R0a298e4dbb,899,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R35097ad062,900,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rade663acac,906,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R9575f5ba66,909,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rf76e86bc31,911,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Re3b246161f,933,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R71be3d4867,956,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R3039307bcc,959,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rfef2fe2708,980,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
R021dd1bdfd,983,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:47
Rf1442eb8fd,1007,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R7a8b3408e2,1011,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Ra4d543e854,1013,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R410523c1f9,1041,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R36411565f8,1077,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R64cd8732a6,1098,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R9c549ef7a3,1122,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rf6e02386eb,1127,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rcb6a2ca7d4,1135,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R45e6601a0b,1141,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R0429ecd254,1161,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R7c489f3ecc,1169,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R5c1f4c25b8,1178,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rb7a7014f58,1185,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rad45df3566,1213,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Ra049b227ae,1230,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R3405f1429d,1231,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R4d6d6ce617,1243,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Ra1b2dc8611,1284,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R653348cf94,1312,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R5bcca56135,1316,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R717df5fd85,1327,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R5d4320919d,1335,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R7af35f9e71,1354,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R157654d30f,1401,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R0cfbc4a041,1418,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R56c55f565b,1425,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R2404d31e92,1504,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R169d437ac8,1507,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rb9a1909e9c,1531,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rab641cbbee,1538,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rd0143ab955,1590,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Re9525331c5,1593,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Ra7f10103d6,1595,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rab18b3d474,1614,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R16ecfd85b8,1623,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rbc25e976cb,1625,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R18831247ea,1630,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
R25dd658b99,1639,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Rdb9a7a73d3,1747,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:48
Raf15835230,1782,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R4ad09fd8ae,1842,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R9160a3191e,1875,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R38406111de,2012,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R91b5b8d9ef,2013,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R509b5448ca,2036,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R519f20ec17,2055,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rb798d1142b,2071,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R3ec3a782bb,2072,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R6572f7054b,2135,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R9b7fc7c6a6,2162,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R7a9234f40b,2197,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rb69a153b09,2201,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Re6084b7743,2256,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R4bdcc905f1,2259,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rc513775cd3,2313,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rffe72018f7,2348,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rab6ee89e4c,2350,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rb65634196d,2489,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R48df9e96ab,2514,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Ra36a922d0a,2579,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R21af282137,2612,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R4a198d51c5,2743,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R23d5098396,2744,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Ra399cc97d7,2750,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R207291c79c,2789,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R326c83d964,2873,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R8d9027dea4,2904,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rb31b2f85d1,2929,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R7238cb8c19,2998,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R58e4f5ffa4,3020,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rebfb8e15d3,3128,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rced15312b7,3170,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Re0514528a5,3192,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R7be28addf1,3311,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rf2699aa65a,3346,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rd410a028f3,3358,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rb7e75ed161,3368,base,EXCLUDE,"Organismo distinto de P. aeruginosa, sin subgrupo separable","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R46195882c7,3385,base,EXCLUDE,"Trabajo de laboratorio, preclinico o de modelizacion; sin pacientes tratados","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
Rca6aa8d801,3388,base,EXCLUDE,"Revision narrativa o comentario, sin datos primarios propios","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:49
R74193f5d47,3688,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Rcea5337472,3740,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R07baeea025,3744,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
Raf37bb5c66,3849,base,EXCLUDE,"No evalua fagoterapia en pacientes (encuesta, epidemiologia, prensa, otra terapia)","claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R419c6f6d67,3870,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
R667ca55ab2,3891,base,FULLTEXT,cumple criterios aparentes; verificar en texto completo,"claude-opus-5 (revisor unico, sin duplicacion)",2026-08-05 22:50
